"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado","speed"
"19818","Wednesday",502,2014-03-12 14:22:44,2014-03-12 14:31:06,472,"E 32 St & Park Ave",40.7457121,-73.98194829,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,17837,"Subscriber","1984",1,"1.466","10016","0","42.1","-9999","69","0","52","6.9","7","-999","-9999","0","0","0","0","0",0
"19819","Tuesday",240,2014-03-04 15:10:15,2014-03-04 15:14:15,474,"5 Ave & E 29 St",40.7451677,-73.98683077,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,20067,"Subscriber","1961",1,"0.738","10016","-32803","-2","-9999","29","0","27","5.8","10","20.5","-9999","0","0","0","0","0",0
"19821","Thursday",613,2014-03-27 11:20:49,2014-03-27 11:31:02,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16750,"Subscriber","1980",1,"1.746","10003","-28","5","-9999","35","0","30","4.6","10","25.2","-9999","0","0","0","0","0",0
"19822","Tuesday",343,2014-03-11 09:06:20,2014-03-11 09:12:03,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,267,"Broadway & W 36 St",40.75097711,-73.98765428,17476,"Subscriber","1989",1,"1.026","10016","-32817","32","-9999","50","0","50","4.6","10","-999","-9999","0","0","0","0","0",0
"19823","Friday",403,2014-03-28 09:52:40,2014-03-28 09:59:23,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,15974,"Subscriber","1986",1,"1.132","10036","-32791","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",0
"19827","Monday",258,2014-03-31 10:43:30,2014-03-31 10:47:48,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,15024,"Subscriber","1988",1,"0.674","10036","-32791","30.9","-9999","76","0","37.9","8.1","10","32.1","-9999","0","0","0","0","0",0
"19828","Tuesday",523,2014-03-25 15:37:37,2014-03-25 15:46:20,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,516,"E 47 St & 1 Ave",40.75206862,-73.96784384,21318,"Subscriber","1965",1,"1.512","10036","-32791","10.9","-9999","33","0","37.9","6.9","10","32.7","-9999","0","0","0","0","0",0
"19829","Tuesday",301,2014-03-04 15:41:56,2014-03-04 15:46:57,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,19942,"Subscriber","1963",1,"1.145","10019","0","-2","-9999","29","0","27","5.8","10","20.5","-9999","0","0","0","0","0",0
"19830","Friday",226,2014-03-07 14:35:32,2014-03-07 14:39:18,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19334,"Subscriber","1966",1,"0.738","10036","32791","23","-9999","64","0","34","6.9","10","28","-9999","0","0","0","0","0",0
"19831","Friday",244,2014-03-28 12:58:39,2014-03-28 13:02:43,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,16467,"Subscriber","1969",1,"0.57","10036","0","43","0.04","77","0","50","11.5","7","-999","-9999","0","1","0","0","0",0
"19832","Monday",475,2014-03-31 10:34:18,2014-03-31 10:42:13,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,21502,"Subscriber","1984",1,"1.272","10018","8","30.9","-9999","76","0","37.9","8.1","10","32.1","-9999","0","0","0","0","0",0
"19835","Wednesday",371,2014-03-05 15:11:24,2014-03-05 15:17:35,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,434,"9 Ave & W 18 St",40.74317449,-74.00366443,15058,"Subscriber","1971",1,"1.063","10018","7","9","-9999","33","0","36","8.1","10","29.6","-9999","0","0","0","0","0",0
"19837","Monday",422,2014-03-03 12:19:21,2014-03-03 12:26:23,490,"8 Ave & W 33 St",40.751551,-73.993934,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,16660,"Subscriber","1974",1,"0.882","10001","30","-0.9","-9999","40","0","19.9","8.1","10","10.1","-9999","0","0","0","0","0",0
"19838","Wednesday",385,2014-03-12 09:15:17,2014-03-12 09:21:42,490,"8 Ave & W 33 St",40.751551,-73.993934,478,"11 Ave & W 41 St",40.76030096,-73.99884222,21262,"Subscriber","1979",1,"1.115","10001","-21","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",0
"19839","Tuesday",370,2014-03-18 10:24:34,2014-03-18 10:30:44,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,19911,"Subscriber","1983",1,"1.097","10010","-39","14","-9999","48","0","32","13.8","10","22.1","-9999","0","0","0","0","0",0
"19840","Thursday",245,2014-03-20 09:00:46,2014-03-20 09:04:51,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,472,"E 32 St & Park Ave",40.7457121,-73.98194829,16560,"Subscriber","1964",1,"0.634","10001-2062","32785","39","-9999","82","0","44.1","5.8","7","40.8","-9999","0","0","0","0","0",0
"19841","Tuesday",265,2014-03-11 13:51:25,2014-03-11 13:55:50,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,18907,"Subscriber","1977",1,"0.635","10001-2062","32774","32","-9999","34","0","61","6.9","10","-999","-9999","0","0","0","0","0",0
"19842","Tuesday",151,2014-03-11 16:03:09,2014-03-11 16:05:40,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,21545,"Subscriber","1978",1,"0.578","10001-2062","0","30.9","-9999","28","0","64.9","3.5","10","-999","-9999","0","0","0","0","0",0
"19843","Tuesday",453,2014-03-11 15:56:35,2014-03-11 16:04:08,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,18350,"Subscriber","1982",1,"1.327","10001-2062","32801","32","-9999","29","0","64.9","5.8","10","-999","-9999","0","0","0","0","0",0
"19844","Monday",274,2014-03-24 16:47:12,2014-03-24 16:51:46,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,469,"Broadway & W 53 St",40.76344058,-73.98268129,21372,"Subscriber","1991",1,"0.83","10019","32802","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",0
"19845","Monday",468,2014-03-03 15:30:28,2014-03-03 15:38:16,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,15394,"Subscriber","1965",1,"1.065","10019","32795","-0.9","-9999","38","0","21","4.6","10","14.6","-9999","0","0","0","0","0",0
"19846","Monday",363,2014-03-10 10:21:50,2014-03-10 10:27:53,497,"E 17 St & Broadway",40.73704984,-73.99009296,459,"W 20 St & 11 Ave",40.746745,-74.007756,16768,"Subscriber","1982",1,"1.264","10003","-20","25","0","55","0","39.9","-9999","10","-999","-9999","0","0","0","0","0",0
"19847","Monday",517,2014-03-10 16:48:25,2014-03-10 16:57:02,497,"E 17 St & Broadway",40.73704984,-73.99009296,521,"8 Ave & W 31 St",40.75044999,-73.99481051,20093,"Subscriber","1949",1,"1.34","10003","-15","26.1","-9999","39","0","50","5.8","10","-999","-9999","0","0","0","0","0",0
"19848","Tuesday",213,2014-03-25 14:24:57,2014-03-25 14:28:30,497,"E 17 St & Broadway",40.73704984,-73.99009296,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,14954,"Subscriber","1964",1,"0.709","10003","6","10","-9999","32","0","37.9","3.5","10","35.5","-9999","0","0","0","0","0",0
"19850","Friday",502,2014-03-07 16:40:14,2014-03-07 16:48:36,499,"Broadway & W 60 St",40.76915505,-73.98191841,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,17397,"Subscriber","1965",1,"2.032","10463","-32798","24.1","-9999","62","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19851","Friday",202,2014-03-07 11:22:06,2014-03-07 11:25:28,499,"Broadway & W 60 St",40.76915505,-73.98191841,513,"W 56 St & 10 Ave",40.768254,-73.988639,18152,"Subscriber","1967",1,"0.781","10463","-8","21.9","-9999","66","0","32","11.5","10","23","-9999","0","0","0","0","0",0
"19852","Monday",396,2014-03-31 09:07:47,2014-03-31 09:14:23,500,"Broadway & W 51 St",40.76228826,-73.98336183,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,17218,"Subscriber","1985",1,"0.946","10019","0","32","-9999","82","0","37","4.6","10","33.3","-9999","0","0","0","0","0",0
"19854","Friday",253,2014-03-14 15:30:22,2014-03-14 15:34:35,500,"Broadway & W 51 St",40.76228826,-73.98336183,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,15370,"Subscriber","1982",1,"1.038","10019","0","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",0
"19856","Monday",287,2014-03-10 11:34:12,2014-03-10 11:38:59,509,"9 Ave & W 22 St",40.7454973,-74.00197139,402,"Broadway & E 22 St",40.7403432,-73.98955109,19029,"Subscriber","1967",1,"0.928","10011","15","21.9","-9999","45","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",0
"19857","Monday",330,2014-03-17 09:02:29,2014-03-17 09:07:59,511,"E 14 St & Avenue B",40.72938685,-73.97772429,285,"Broadway & E 14 St",40.73454567,-73.99074142,16243,"Subscriber","1973",1,"0.798","10009","27","1","-9999","39","0","23","9.2","10","13.1","-9999","0","0","0","0","0",0
"19858","Friday",124,2014-03-28 09:55:36,2014-03-28 09:57:40,512,"W 29 St & 9 Ave",40.7500727,-73.99839279,509,"9 Ave & W 22 St",40.7454973,-74.00197139,17510,"Subscriber","1984",1,"0.383","10001","-8","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",0
"19859","Monday",500,2014-03-31 15:09:19,2014-03-31 15:17:39,513,"W 56 St & 10 Ave",40.768254,-73.988639,359,"E 47 St & Park Ave",40.75510267,-73.97498696,16621,"Subscriber","1967",1,"1.594","10019","-32790","33.1","-9999","47","0","53.1","10.4","10","-999","-9999","0","0","0","0","0",0
"19860","Monday",248,2014-03-31 12:35:17,2014-03-31 12:39:25,513,"W 56 St & 10 Ave",40.768254,-73.988639,479,"9 Ave & W 45 St",40.76019252,-73.9912551,16359,"Subscriber","1985",1,"0.706","10019","-8","30","-9999","60","0","43","8.1","10","38.2","-9999","0","0","0","0","0",0
"19861","Wednesday",620,2014-03-12 16:12:43,2014-03-12 16:23:03,516,"E 47 St & 1 Ave",40.75206862,-73.96784384,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15612,"Subscriber","1956",1,"1.824","10017","0","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",0
"19862","Monday",493,2014-03-31 09:14:31,2014-03-31 09:22:44,517,"E 41 St & Madison Ave",40.752141,-73.979782,442,"W 27 St & 7 Ave",40.746647,-73.993915,21133,"Subscriber","1962",1,"1.263","10017","-50","32","-9999","82","0","37","4.6","10","33.3","-9999","0","0","0","0","0",0
"19864","Monday",302,2014-03-24 09:37:10,2014-03-24 09:42:12,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,20905,"Subscriber","1980",1,"0.955","10016","32828","3.9","-9999","42","0","24.1","8.1","10","15.2","-9999","0","0","0","0","0",0
"19865","Wednesday",509,2014-03-19 09:22:54,2014-03-19 09:31:23,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,465,"Broadway & W 41 St",40.75513557,-73.98658032,20108,"Subscriber","1958",1,"1.069","10016","0","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19866","Monday",142,2014-03-31 12:00:20,2014-03-31 12:02:42,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,21264,"Subscriber","1960",1,"0.734","10016","32801","30","-9999","60","0","43","8.1","10","38.2","-9999","0","0","0","0","0",0
"19867","Wednesday",466,2014-03-12 09:18:32,2014-03-12 09:26:18,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,16821,"Subscriber","1971",1,"1.161","10017","32793","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",0
"19868","Monday",323,2014-03-17 12:31:28,2014-03-17 12:36:51,521,"8 Ave & W 31 St",40.75044999,-73.99481051,463,"9 Ave & W 16 St",40.74206539,-74.00443172,19189,"Subscriber","1957",1,"1.095","10001","9","6.1","-9999","39","0","28","10.4","10","18.6","-9999","0","0","0","0","0",0
"19869","Thursday",336,2014-03-13 09:30:26,2014-03-13 09:36:02,521,"8 Ave & W 31 St",40.75044999,-73.99481051,472,"E 32 St & Park Ave",40.7457121,-73.98194829,19145,"Subscriber","1967",1,"0.955","10001","5","1.9","-9999","47","0","19","16.1","10","4.5","-9999","0","0","0","0","0",0
"19871","Tuesday",539,2014-03-18 10:37:37,2014-03-18 10:46:36,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,18534,"Subscriber","1989",1,"2.013","10018","-10","14","-9999","48","0","32","13.8","10","22.1","-9999","0","0","0","0","0",0
"19874","Wednesday",261,2014-03-26 15:56:48,2014-03-26 16:01:09,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,505,"6 Ave & W 33 St",40.74901271,-73.98848395,16421,"Subscriber","1990",1,"0.752","10018","-32801","3","-9999","27","0","34","20.7","10","22.4","-9999","0","0","0","0","0",0
"19875","Tuesday",295,2014-03-25 09:06:18,2014-03-25 09:11:13,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,517,"E 41 St & Madison Ave",40.752141,-73.979782,15674,"Subscriber","1979",1,"0.763","10018","41","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0",0
"19876","Tuesday",207,2014-03-25 16:50:39,2014-03-25 16:54:06,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,402,"Broadway & E 22 St",40.7403432,-73.98955109,16754,"Subscriber","1978",1,"0.573","10016","32792","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",0
"19877","Thursday",206,2014-03-27 16:12:32,2014-03-27 16:15:58,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,21077,"Subscriber","1961",1,"0.558","10016","32793","3.9","-9999","21","0","42.1","5.8","10","38.4","-9999","0","0","0","0","0",0
"19878","Monday",226,2014-03-10 12:11:07,2014-03-10 12:14:53,528,"2 Ave & E 31 St",40.74290902,-73.97706058,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,14707,"Subscriber","1962",1,"0.637","10016","-32781","21","-9999","40","0","44.1","3.5","10","42.5","-9999","0","0","0","0","0",0
"19879","Friday",219,2014-03-28 14:43:51,2014-03-28 14:47:30,528,"2 Ave & E 31 St",40.74290902,-73.97706058,545,"E 23 St & 1 Ave",40.736502,-73.97809472,18428,"Subscriber","1985",1,"0.559","10016","-4","45","-9999","72","0","54","4.6","9","-999","-9999","0","0","0","0","0",0
"19880","Monday",342,2014-03-31 13:03:25,2014-03-31 13:09:07,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,15115,"Subscriber","1971",1,"0.883","10036","-32795","30.9","-9999","54","0","46.9","12.7","10","-999","-9999","0","0","0","0","0",0
"19881","Thursday",758,2014-03-27 09:08:16,2014-03-27 09:20:54,532,"S 5 Pl & S 4 St",40.710451,-73.960876,251,"Mott St & Prince St",40.72317958,-73.99480012,17575,"Subscriber","1981",1,"2.425","11249","0","6.1","-9999","45","0","25","8.1","10","16.3","-9999","0","0","0","0","0",0
"19882","Tuesday",257,2014-03-18 16:00:00,2014-03-18 16:04:17,533,"Broadway & W 39 St",40.75299641,-73.98721619,486,"Broadway & W 29 St",40.7462009,-73.98855723,21325,"Subscriber","1957",1,"0.476","10018","32801","7","-9999","24","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",0
"19883","Thursday",251,2014-03-20 15:41:09,2014-03-20 15:45:20,533,"Broadway & W 39 St",40.75299641,-73.98721619,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,17121,"Subscriber","1969",1,"0.634","10018","0","24.1","-9999","35","0","51.1","13.8","10","-999","-9999","0","0","0","0","0",0
"19884","Wednesday",263,2014-03-19 09:14:23,2014-03-19 09:18:46,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,20654,"Subscriber","1990",1,"0.673","10010","-12","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19887","Tuesday",533,2014-03-25 16:21:36,2014-03-25 16:30:29,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,465,"Broadway & W 41 St",40.75513557,-73.98658032,18177,"Subscriber","1989",1,"1.695","10010","-32801","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",0
"19889","Thursday",199,2014-03-27 12:50:50,2014-03-27 12:54:09,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,536,"1 Ave & E 30 St",40.74144387,-73.97536082,16033,"Subscriber","1987",1,"0.588","10016","-7","3","-9999","27","0","34","0","10","-999","-9999","0","0","0","0","0",0
"19891","Monday",350,2014-03-10 14:55:06,2014-03-10 15:00:56,545,"E 23 St & 1 Ave",40.736502,-73.97809472,402,"Broadway & E 22 St",40.7403432,-73.98955109,20113,"Subscriber","1948",1,"0.741","10010","15","23","-9999","40","0","46","6.9","10","42.5","-9999","0","0","0","0","0",0
"19892","Friday",224,2014-03-07 15:43:01,2014-03-07 15:46:45,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,19920,"Subscriber","1970",1,"0.872","10019","-11","23","-9999","59","0","36","6.9","10","30.3","-9999","0","0","0","0","0",0
"19893","Friday",122,2014-03-21 09:40:23,2014-03-21 09:42:25,79,"Franklin St & W Broadway",40.71911552,-74.00666661,257,"Lispenard St & Broadway",40.71939226,-74.00247214,16818,"Subscriber","1967",1,"0.35","10013","-2","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",0
"19894","Monday",696,2014-03-31 16:45:42,2014-03-31 16:57:18,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,15332,"Subscriber","1977",1,"2.32","10011","-32776","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",0
"19895","Monday",462,2014-03-03 16:04:28,2014-03-03 16:12:10,127,"Barrow St & Hudson St",40.73172428,-74.00674436,509,"9 Ave & W 22 St",40.7454973,-74.00197139,15376,"Subscriber","1972",1,"1.733","10014","-1","0","-9999","38","0","21.9","4.6","10","15.7","-9999","0","0","0","0","0",0
"19896","Thursday",510,2014-03-20 16:59:52,2014-03-20 17:08:22,137,"E 56 St & Madison Ave",40.761628,-73.972924,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19525,"Subscriber","1960",1,"1.991","10037","32791","26.1","-9999","38","0","51.1","16.1","10","-999","-9999","0","0","0","0","0",0
"19898","Thursday",345,2014-03-20 13:11:24,2014-03-20 13:17:09,137,"E 56 St & Madison Ave",40.761628,-73.972924,499,"Broadway & W 60 St",40.76915505,-73.98191841,16764,"Subscriber","1972",1,"0.987","10037","32798","27","-9999","41","0","50","9.2","10","-999","-9999","0","0","0","0","0",0
"19900","Monday",505,2014-03-24 16:41:30,2014-03-24 16:49:55,137,"E 56 St & Madison Ave",40.761628,-73.972924,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,18147,"Subscriber","1980",1,"1.773","10037","32795","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",0
"19901","Monday",170,2014-03-31 13:57:48,2014-03-31 14:00:38,147,"Greenwich St & Warren St",40.71542197,-74.01121978,320,"Leonard St & Church St",40.717571,-74.005549,16103,"Subscriber","1977",1,"0.873","10007","5","30.9","-9999","54","0","46.9","12.7","10","-999","-9999","0","0","0","0","0",0
"19903","Monday",174,2014-03-10 12:16:42,2014-03-10 12:19:36,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,229,"Great Jones St",40.72743423,-73.99379025,14542,"Subscriber","1993",1,"0.521","10012","3","21","-9999","40","0","44.1","3.5","10","42.5","-9999","0","0","0","0","0",0
"19906","Wednesday",105,2014-03-19 09:15:13,2014-03-19 09:16:58,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,143,"Clinton St & Joralemon St",40.69239502,-73.99337909,19544,"Subscriber","1979",1,"0.257","11201","14","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19907","Wednesday",248,2014-03-12 15:19:00,2014-03-12 15:23:08,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,14701,"Subscriber","1991",1,"0.538","10012","1","42.1","-9999","66","0","53.1","8.1","7","-999","-9999","0","0","0","0","0",0
"19908","Monday",94,2014-03-10 16:16:36,2014-03-10 16:18:10,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,359,"E 47 St & Park Ave",40.75510267,-73.97498696,17573,"Subscriber","1981",1,"0.319","10035","0","26.1","-9999","39","0","50","5.8","10","-999","-9999","0","0","0","0","0",0
"19909","Friday",281,2014-03-28 15:53:38,2014-03-28 15:58:19,173,"Broadway & W 49 St",40.76064679,-73.98442659,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,18899,"Subscriber","1984",1,"0.803","10019","32781","46","-9999","65","0","57.9","5.8","10","-999","-9999","0","0","0","0","0",0
"19910","Thursday",242,2014-03-27 15:12:51,2014-03-27 15:16:53,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,382,"University Pl & E 14 St",40.73492695,-73.99200509,21025,"Subscriber","1972",1,"0.599","10011","1","5","-9999","23","0","41","4.6","10","38","-9999","0","0","0","0","0",0
"19912","Wednesday",202,2014-03-05 12:31:18,2014-03-05 12:34:40,229,"Great Jones St",40.72743423,-73.99379025,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,15805,"Subscriber","1974",1,"0.667","10012","4","8.1","-9999","30","0","37","3.5","10","34.5","-9999","0","0","0","0","0",0
"19915","Friday",373,2014-03-14 16:12:31,2014-03-14 16:18:44,233,"Joralemon St & Adams St",40.69246277,-73.98963911,271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813,20059,"Subscriber","1957",1,"1.038","11201","-21","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",0
"19916","Tuesday",143,2014-03-11 11:34:35,2014-03-11 11:36:58,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,20297,"Subscriber","1968",1,"0.462","10003","30","34","-9999","44","0","55.9","3.5","10","-999","-9999","0","0","0","0","0",0
"19917","Tuesday",143,2014-03-18 09:29:22,2014-03-18 09:31:45,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18280,"Subscriber","1986",1,"0.462","10003","30","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",0
"19918","Thursday",291,2014-03-06 09:32:36,2014-03-06 09:37:27,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,312,"Allen St & E Houston St",40.722055,-73.989111,18662,"Subscriber","1983",1,"0.971","10003","-4","-0.9","-9999","44","0","18","11.5","10","5.4","-9999","0","0","0","0","0",0
"19920","Thursday",495,2014-03-13 09:20:09,2014-03-13 09:28:24,238,"Bank St & Washington St",40.7361967,-74.00859207,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,19649,"Subscriber","1971",1,"1.084","10014","23","1.9","-9999","47","0","19","16.1","10","4.5","-9999","0","0","0","0","0",0
"19921","Friday",354,2014-03-07 14:31:42,2014-03-07 14:37:36,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,20347,"Subscriber","1981",1,"1.321","11205","2","23","-9999","64","0","34","6.9","10","28","-9999","0","0","0","0","0",0
"19922","Wednesday",221,2014-03-05 10:13:59,2014-03-05 10:17:40,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,17053,"Subscriber","1984",1,"0.797","11221","-5","10.9","-9999","38","0","34","0","10","-999","-9999","0","0","0","0","0",0
"19924","Tuesday",401,2014-03-25 14:22:17,2014-03-25 14:28:58,263,"Elizabeth St & Hester St",40.71729,-73.996375,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,21535,"Subscriber","1979",1,"1.059","10013","30","10","-9999","32","0","37.9","3.5","10","35.5","-9999","0","0","0","0","0",0
"19925","Tuesday",156,2014-03-25 10:15:56,2014-03-25 10:18:32,267,"Broadway & W 36 St",40.75097711,-73.98765428,465,"Broadway & W 41 St",40.75513557,-73.98658032,18799,"Subscriber","1986",1,"0.692","10018","0","10","-9999","38","0","33.1","0","10","-999","-9999","0","0","0","0","0",0
"19926","Wednesday",215,2014-03-26 13:37:34,2014-03-26 13:41:09,267,"Broadway & W 36 St",40.75097711,-73.98765428,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,18745,"Subscriber","1963",1,"0.639","10018","0","5","-9999","28","0","35.1","13.8","10","25.9","-9999","0","0","0","0","0",0
"19927","Wednesday",190,2014-03-26 13:02:30,2014-03-26 13:05:40,268,"Howard St & Centre St",40.71910537,-73.99973337,330,"Reade St & Broadway",40.71450451,-74.00562789,20710,"Subscriber","1962",1,"0.53","10013","57","5","-9999","28","0","35.1","13.8","10","25.9","-9999","0","0","0","0","0",0
"19928","Tuesday",224,2014-03-25 16:26:57,2014-03-25 16:30:41,280,"E 10 St & 5 Ave",40.73331967,-73.99510132,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,16821,"Subscriber","1971",1,"0.902","10003","-12","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",0
"19929","Thursday",324,2014-03-27 10:51:54,2014-03-27 10:57:18,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15058,"Subscriber","1984",1,"1.033","10153","0","6.1","-9999","41","0","27","8.1","10","18.7","-9999","0","0","0","0","0",0
"19930","Wednesday",212,2014-03-26 09:56:44,2014-03-26 10:00:16,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,212,"W 16 St & The High Line",40.74334935,-74.00681753,21311,"Subscriber","1985",1,"0.51","10011","-9","10.9","-9999","43","0","30.9","9.2","10","22.8","-9999","0","0","0","0","0",0
"19931","Monday",239,2014-03-03 09:45:51,2014-03-03 09:49:50,285,"Broadway & E 14 St",40.73454567,-73.99074142,229,"Great Jones St",40.72743423,-73.99379025,17980,"Subscriber","1983",1,"0.705","10003","-14","1.9","-9999","46","0","19.9","-9999","10","-999","-9999","0","0","0","0","0",0
"19933","Friday",350,2014-03-21 16:22:27,2014-03-21 16:28:17,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,19340,"Subscriber","1977",1,"0.956","10003","-38","17.1","-9999","26","0","51.1","4.6","10","-999","-9999","0","0","0","0","0",0
